,label,location,gambar
0,KAClipLengkap,"https://maps.google.com/?q=-7.94918553544522,112.604773282585",2023-06-09--22-48-35.jpg
1,KAClipLengkap,"https://maps.google.com/?q=-7.94918553544522,112.604773282585",2023-06-09--22-48-40.jpg
2,KAClipLengkap,"https://maps.google.com/?q=-7.94918553544522,112.604773282585",2023-06-09--22-48-55.jpg
3,KAClipLengkap,"https://maps.google.com/?q=-7.94921158512692,112.604793779357",2023-06-09--22-49-10.jpg
4,KAClipLengkap,"https://maps.google.com/?q=-7.94921158512692,112.604793779357",2023-06-09--22-49-15.jpg
5,KAClipLengkap,"https://maps.google.com/?q=-7.94921158512692,112.604793779357",2023-06-09--22-49-20.jpg
6,KAClipLengkap,"https://maps.google.com/?q=-7.94921158512692,112.604793779357",2023-06-09--22-49-25.jpg
7,KAClipLengkap,"https://maps.google.com/?q=-7.94921158512692,112.604793779357",2023-06-09--22-49-30.jpg
8,KAClipLengkap,"https://maps.google.com/?q=-7.94921158512692,112.604793779357",2023-06-09--22-49-35.jpg
9,KAClipLengkap,"https://maps.google.com/?q=-7.94920195632719,112.604799706795",2023-06-09--22-49-40.jpg
10,KAClipLengkap,"https://maps.google.com/?q=-7.94920195632719,112.604799706795",2023-06-09--22-49-55.jpg
11,KAClipLengkap,"https://maps.google.com/?q=-7.94920195632719,112.604799706795",2023-06-09--22-50-10.jpg
12,KAClipLengkap,"https://maps.google.com/?q=-7.94920195632719,112.604799706795",2023-06-09--22-50-15.jpg
13,KAClipLengkap,"https://maps.google.com/?q=-7.94920195632719,112.604799706795",2023-06-09--22-50-20.jpg
14,KAClipLengkap,"https://maps.google.com/?q=-7.94920195632719,112.604799706795",2023-06-09--22-50-25.jpg
15,KAClipLengkap,"https://maps.google.com/?q=-7.94920195632719,112.604799706795",2023-06-09--22-50-30.jpg
16,KAClipLengkap,"https://maps.google.com/?q=-7.94920195632719,112.604799706795",2023-06-09--22-50-35.jpg
17,KAClipLengkap,"https://maps.google.com/?q=-7.94920195632719,112.604799706795",2023-06-09--22-50-40.jpg
