,label,location,gambar
0,KAClipLengkap,"['-', '-']",2023-06-11--19-26-55.jpg
1,KAClipLengkap,"['-', '-']",2023-06-11--19-26-55.jpg
2,KAClipLengkap,"['-', '-']",2023-06-11--19-26-55.jpg
3,KAClipLengkap,"['-', '-']",2023-06-11--19-26-55.jpg
4,KAClipLengkap,"['-', '-']",2023-06-11--19-26-55.jpg
5,KAClipLengkap,"['-', '-']",2023-06-11--19-26-55.jpg
6,KAClipLengkap,"['-', '-']",2023-06-11--19-26-55.jpg
7,KAClipLengkap,"['-', '-']",2023-06-11--19-26-55.jpg
8,KAClipLengkap,"['-', '-']",2023-06-11--19-26-55.jpg
9,KAClipLengkap,"['-', '-']",2023-06-11--19-26-55.jpg
10,KAClipLengkap,"['-', '-']",2023-06-11--19-26-55.jpg
11,KAClipLengkap,"['-', '-']",2023-06-11--19-26-55.jpg
12,KAClipLengkap,"['-', '-']",2023-06-11--19-26-55.jpg
13,KAClipLengkap,"['-', '-']",2023-06-11--19-26-55.jpg
14,KAClipLengkap,"['-', '-']",2023-06-11--19-26-55.jpg
15,KAClipLengkap,"['-', '-']",2023-06-11--19-26-55.jpg
16,KAClipLengkap,"['-', '-']",2023-06-11--19-26-55.jpg
17,KAClipLengkap,"['-', '-']",2023-06-11--19-26-55.jpg
18,KAClipLengkap,"['-', '-']",2023-06-11--19-26-55.jpg
19,KAClipLengkap,"['-', '-']",2023-06-11--19-26-55.jpg
20,KAClipLengkap,"['-', '-']",2023-06-11--19-26-55.jpg
21,KAClipLengkap,"['-', '-']",2023-06-11--19-26-55.jpg
22,KAClipLengkap,"['-', '-']",2023-06-11--19-26-55.jpg
23,KAClipLengkap,"['-', '-']",2023-06-11--19-26-55.jpg
24,KAClipLengkap,"['-', '-']",2023-06-11--19-26-55.jpg
25,KAClipLengkap,"['-', '-']",2023-06-11--19-26-55.jpg
26,KAClipLengkap,"['-', '-']",2023-06-11--19-26-55.jpg
27,KAClipLengkap,"['-', '-']",2023-06-11--19-26-55.jpg
28,KAClipLengkap,"['-', '-']",2023-06-11--19-26-55.jpg
29,KAClipLengkap,"['-', '-']",2023-06-11--19-26-55.jpg
30,KAClipLengkap,"['-', '-']",2023-06-11--19-26-55.jpg
31,KAClipLengkap,"['-', '-']",2023-06-11--19-26-55.jpg
32,KAClipLengkap,"['-', '-']",2023-06-11--19-26-55.jpg
33,KAClipLengkap,"['-', '-']",2023-06-11--19-26-55.jpg
34,KAClipLengkap,"['-', '-']",2023-06-11--19-26-55.jpg
35,KAClipLengkap,"['-', '-']",2023-06-11--19-26-55.jpg
36,KAClipLengkap,"['-', '-']",2023-06-11--19-26-55.jpg
37,KAClipLengkap,"['-', '-']",2023-06-11--19-26-55.jpg
38,KAClipLengkap,"['-', '-']",2023-06-11--19-26-55.jpg
39,KAClipLengkap,"['-', '-']",2023-06-11--19-26-55.jpg
40,KAClipLengkap,"['-', '-']",2023-06-11--19-26-55.jpg
41,KAClipLengkap,"['-', '-']",2023-06-11--19-26-55.jpg
42,KAClipLengkap,"['-', '-']",2023-06-11--19-26-55.jpg
43,KAClipLengkap,"['-', '-']",2023-06-11--19-26-55.jpg
44,KAClipLengkap,"['-', '-']",2023-06-11--19-26-55.jpg
45,KAClipLengkap,"['-', '-']",2023-06-11--19-26-55.jpg
46,KAClipLengkap,"['-', '-']",2023-06-11--19-26-55.jpg
47,KAClipLengkap,"['-', '-']",2023-06-11--19-26-55.jpg
48,KAClipLengkap,"['-', '-']",2023-06-11--19-26-55.jpg
49,KAClipLengkap,"['-', '-']",2023-06-11--19-26-55.jpg
50,KAClipLengkap,"['-', '-']",2023-06-11--19-26-55.jpg
51,KAClipLengkap,"['-', '-']",2023-06-11--19-26-55.jpg
